"forma_vendita_edicole","Ubicazione","TipoVia","DescrizioneVia","Civico","CodiceVia","ZD","settore_storico_ed","superficie_occupata","vendita_esclusiva"
"rivendita in supermercato","VIA MARCHESI POMPEO num.005 ang. zoia, (z.d. 7)","VIA ","QUARENGHI GIACOMO","23","7478","8","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA MARIANI POMPEO N. 2 (z.d. 2)","VIA ","MARIANI POMPEO","2","2490","2","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA MORGANTINI MARIO N. 15 (z.d. 7)","VIA ","MORGANTINI MARIO","15","6568","7","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA NOVARA N. 15 (z.d. 7)","VIA ","NOVARA","15","6624","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in supermercato","VIA NOVARA N. 86 (z.d. 7)","VIA ","NOVARA","86","6624","7","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA PALAZZOLO DON LUIGI N. 20 int. centro commle portello, (z.d. 8)","VIA ","PALAZZOLO DON LUIGI","20","7522","8","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA PALIZZI FILIPPO N. 69 (z.d. 8)","VIA ","PALIZZI FILIPPO","69","7451","8","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA PALMANOVA N. 65 (z.d. 2)","VIA ","PALMANOVA","65","2390","2","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA PEZZOTTI GIOVANNI num.000 ang. via s. ampelio, (z.d. 5)","VIA ","PEZZOTTI GIOVANNI","","5244","5","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA POLLAK LEOPOLDO N. 8 ang. via novara, (z.d. 7)","VIA ","POLLAK LEOPOLDO","8","6853","7","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA QUARENGHI GIACOMO N. 23 int. centro comm.le bonola, (z.d. 8)","VIA ","QUARENGHI GIACOMO","23","7478","8","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA RIPAMONTI GIUSEPPE N. 181 (z.d. 5)","VIA ","RIPAMONTI GIUSEPPE","181","4066","5","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA ROSSI PELLEGRINO N. 33 (z.d. 9)","VIA ","ROSSI PELLEGRINO","33","1510","9","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA TOSCOLANO N. 7 ang. piazza ovidio, (z.d. 4)","VIA ","TOSCOLANO","7","3362","4","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA TRILUSSA num.024 , (z.d. 8)","VIA ","TRILUSSA","","7367","8","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA TRIVULZIO ANTONIO TOLOMEO N. 12 int. standa, (z.d. 7)","VIA ","TRIVULZIO ANTONIO TOLOMEO","12","6277","7","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA WASHINGTON GIORGIO N. 53 (z.d. 7)","VIA ","WASHINGTON GIORGIO","53","6111","7","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VIA WASHINGTON GIORGIO N. 55 ang. via digione, (z.d. 7)","VIA ","WASHINGTON GIORGIO","55","6111","7","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VLE CASSALA N. 22 (z.d. 6)","VLE ","CASSALA","22","5275","6","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VLE CERTOSA N. 59 (z.d. 8)","VLE ","CERTOSA","59","7174","8","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VLE PAPINIANO N. 27 ang. via calco, (z.d. 1)","VLE ","PAPINIANO","27","5097","1","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VLE PIAVE N. 38 (z.d. 3)","VLE ","PIAVE","38","2179","3","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VLE VIGLIANI PAOLO ONORATO num.059 , (z.d. 8)","VLE ","VIGLIANI PAOLO ONORATO","","6422","8","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in supermercato","VLE ZARA N. 123 (z.d. 9)","VLE ","ZARA","123","1170","9","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in stazione metrop.","codvia 9101 num.000 0 mm1 villa, (z.d. 2)","VIA ","SAN PROSPERO","","721","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9102 mm1 precot, (z.d. 2)","VLE ","ARGONNE","32","3254","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9103 mm1 gorla, (z.d. 2)","LGO ","BRASILIA","6","6145","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9104 mm1 turro, (z.d. 2)","VIA ","BAGAROTTI MAFFEO","40","6585","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9105 mm1 rovere, (z.d. 2)","VIA ","BARBAVARA","","5108","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9106 mm1 pasteu, (z.d. 2)","VIA ","BIXIO NINO","12","3133","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9107 mm1 loreto, (z.d. 2)","VIA ","DON RODRIGO","2","5416","5","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9108 mm1 lima, (z.d. 3)","VIA ","BAGAROTTI MAFFEO","40","6585","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9109 mm1 pta ve, (z.d. 1)","VIA ","DE ANGELIS MICHELE","15","1527","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9109 mm1 pta ve, (z.d. 1)","VIA ","FABRIANO","3","1642","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9110 num.002  mm1 palest, (z.d. 1)","LGO ","BRASILIA","6","6145","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9111 mm1 s. bab, (z.d. 1)","VLE ","ARGONNE","32","3254","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9112 mm1 duomo, (z.d. 1)","VIA ","DON RODRIGO","2","5416","5","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9112 mm1 duomo, (z.d. 1)","VIA ","BAGAROTTI MAFFEO","40","6585","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9113 mm1 cordus, (z.d. 1)","VIA ","BARBAVARA","","5108","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9114 mm1 cairol, (z.d. 1)","VIA ","DE ANGELIS MICHELE","15","1527","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9116 mm1 concil, (z.d. 1)","VIA ","DON RODRIGO","2","5416","5","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9117 mm1 pagano, (z.d. 6)","VIA ","WATT GIACOMO","2","5292","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9118 mm1 buonar, (z.d. 7)","VIA ","FABRIANO","3","1642","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9119 num.003  mm1 amendo, (z.d. 8)","VIA ","SAN PROSPERO","","721","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9120 mm1 lotto, (z.d. 8)","VIA ","SAN BENIGNO","4","3247","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9121 mm1 wagner, (z.d. 7)","VIA ","DON RODRIGO","2","5416","5","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9123 mm1 gambar, (z.d. 7)","VLE ","ARGONNE","32","3254","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9124 mm1 q.t.8, (z.d. 8)","VIA ","SAN PROSPERO","","721","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9126 mm1 ingann, (z.d. 6)","VLE ","ARGONNE","32","3254","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9127 mm1 primat, (z.d. 6)","VIA ","SAN BENIGNO","4","3247","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9128 mm1 lampug, (z.d. 8)","VIA ","SAN PROSPERO","","721","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9129 mm1 urugua, (z.d. 8)","VIA ","PIANELL SALVATORE","47","1426","9","XIV-QUOTIDIANI, PERIODI,XIV sub 3,XIII (libri)","","Si"
"rivendita in stazione metrop.","codvia 9130 mm1 bonola, (z.d. 8)","LGO ","BRASILIA","6","6145","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9131 mm1 s.leon, (z.d. 8)","VIA ","BAGAROTTI MAFFEO","40","6585","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9132 mm1 molino, (z.d. 8)","VIA ","FABRIANO","3","1642","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9133 mm1 bisceg, (z.d. 7)","RIP ","DI PTA TICINESE","97","5150","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9201 mm2 cascin, (z.d. 2)","VIA ","BARTOLOMEO D'ALVIANO","78","6612","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9202 mm2 cresce, (z.d. 3)","VIA ","SAN BENIGNO","4","3247","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9203 mm2 cimian, (z.d. 2)","VIA ","FABRIANO","3","1642","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9204 mm2 udine, (z.d. 3)","VIA ","BAGAROTTI MAFFEO","40","6585","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9205 mm2 lambra, (z.d. 3)","VIA ","BAGAROTTI MAFFEO","40","6585","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9205 mm2 lambra, (z.d. 3)","VIA ","DE ANGELIS MICHELE","15","1527","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9206 mm2 piola, (z.d. 3)","VIA ","BARBAVARA","","5108","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9207 mm2 loreto, (z.d. 3)","VIA ","DE ANGELIS MICHELE","15","1527","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9207 mm2 loreto, (z.d. 3)","VIA ","BAGAROTTI MAFFEO","40","6585","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9208 mm2 caiazz, (z.d. 2)","VLE ","ARGONNE","32","3254","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9209 mm2 centra, (z.d. 2)","VIA ","SAN PROSPERO","","721","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9210 mm2 gioia, (z.d. 9)","VIA ","SAN BENIGNO","4","3247","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9211 mm2 gariba, (z.d. 9)","VIA ","WATT GIACOMO","2","5292","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9212 mm2 moscov, (z.d. 1)","VIA ","BARBAVARA","","5108","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9213 mm2 lanza, (z.d. 1)","VIA ","WATT GIACOMO","2","5292","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9214 mm2 cadorn, (z.d. 1)","VIA ","DON RODRIGO","2","5416","5","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9215 mm2 s. amb, (z.d. 1)","VIA ","BAGAROTTI MAFFEO","40","6585","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9216 mm2 s. ago, (z.d. 1)","VIA ","BARBAVARA","","5108","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9217 mm2 pta ge, (z.d. 6)","VLE ","MONZA","70","2274","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9218 mm2 romolo, (z.d. 6)","VLE ","ARGONNE","32","3254","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9219 mm2 famago, (z.d. 6)","CSO ","MAGENTA","65","604","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9220 mm2 abbiat, (z.d. 5)","VIA ","BARTOLOMEO D'ALVIANO","78","6612","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9305 mm3 maciac, (z.d. 9)","VIA ","OLGETTINA","60","2530","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9306 mm3 zara, (z.d. 2)","VIA ","SAN VIGILIO","","5424","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9307 mm3 sondri, (z.d. 2)","VIA ","TRIVULZIO ANTONIO TOLOMEO","15","6277","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9309 mm3 repubb, (z.d. 2)","VIA ","SANZIO RAFFAELLO","7","6283","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9310 mm3 turati, (z.d. 1)","LGO ","ZANDONAI RICCARDO","3","6485","8","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9311 mm3 monten, (z.d. 1)","VIA ","MAROCHETTI CARLO","21","4185","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9313 mm3 missor, (z.d. 1)","VIA ","GALLARATE","105","7420","8","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9313 mm3 missor, (z.d. 1)","VLE ","MONZA","70","2274","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9314 mm3 crocet, (z.d. 1)","VLE ","MONZA","70","2274","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9315 mm3 pta ro, (z.d. 1)","VIA ","LODOVICO IL MORO","59","5290","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9316 mm3 lodi, (z.d. 4)","VIA ","FABRIANO","3","1642","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9317 mm3 brenta, (z.d. 4)","PZA ","MISSORI GIUSEPPE","","525","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9318 mm3 corvet, (z.d. 4)","VLE ","MONZA","70","2274","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9319 mm3 porto, (z.d. 4)","RIP ","DI PTA TICINESE","97","5150","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9320 mm3 rogore, (z.d. 4)","VIA ","CASTELVETRO LODOVICO","32","7195","8","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","codvia 9321 mm3 s.dona, (z.d. 4)","VLE ","MONZA","70","2274","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","MM1-BANDE NERE codvia 9125 mm1 bande nere, (z.d. 6)","VLE ","ARGONNE","32","3254","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione metrop.","MM1-CADORNA F.N.M. codvia 9115 mm1 cadorn, (z.d. 1)","VIA ","SAN PROSPERO","","721","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PLE CADORNA LUIGI N. 1 int. staz. cadorna - carrozze, (z.d. 1)","PLE ","CADORNA LUIGI","1","601","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PLE CADORNA LUIGI N. 14 (z.d. 1)","PLE ","CADORNA LUIGI","14","601","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PLE EGEO N. 8 int. staz. ff.ss. greco, (z.d. 9)","PLE ","EGEO","8","1629","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA BOTTINI ENRICO N. 10 interno staz.ff.ss. lambrate, (z.d. 3)","PZA ","BOTTINI ENRICO","10","2572","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA DUCA D'AOSTA","PZA ","DUCA D'AOSTA","","1200","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA DUCA D'AOSTA int. stazione centrale - piano ammezzato (a5) - negozio, (z.d. 2)","PZA ","DUCA D'AOSTA","","1200","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA DUCA D'AOSTA int. stazione centrale - piano ammezzato (a5) - negozio, (z.d. 2)","PZA ","DUCA D'AOSTA","","1200","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA DUCA D'AOSTA N. 4 int. staz.centr.lat p.iv novem, (z.d. 3)","PZA ","DUCA D'AOSTA","4","1200","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA DUCA D'AOSTA N. 4 int. staz.centr.p.1 rivendita7, (z.d. 3)","PZA ","DUCA D'AOSTA","4","1200","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA DUCA D'AOSTA N. 4 int.staz.centr.galleria carroz, (z.d. 3)","PZA ","DUCA D'AOSTA","4","1200","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA DUCA D'AOSTA N. 4 int.staz.centr.p.1 rivendita 6, (z.d. 3)","PZA ","DUCA D'AOSTA","4","1200","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA DUCA D'AOSTA N. 4 int.staz.centrale p.1 rivend.5, (z.d. 3)","PZA ","DUCA D'AOSTA","4","1200","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA DUCA D'AOSTA N. 4 int.staz.centrale rivendita 2, (z.d. 3)","PZA ","DUCA D'AOSTA","4","1200","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA DUCA D'AOSTA N. 4 staz.centr.marciap.di testa 4, (z.d. 3)","PZA ","DUCA D'AOSTA","4","1200","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA DUCA D'AOSTA num.000 , (z.d. 2)","PZA ","DUCA D'AOSTA","","1200","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA DUCA D'AOSTA num.000 stazione centrale ffss riv. 7, (z.d. 2)","PZA ","DUCA D'AOSTA","","1200","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","PZA SIGMUND FREUD N. 1 int. stazione  garibaldi ff.ss. - piano interrato (z.d. 9)","PZA ","SIGMUND FREUD","1","1705","9","PERIODICI","","No"
"rivendita in stazione ferrov.","PZA SIGMUND FREUD N. 1 int. stazione  garibaldi ff.ss. - piano interrato (z.d. 9)","PZA ","SIGMUND FREUD","1","1705","9","PERIODICI","","No"
"rivendita in stazione ferrov.","PZA SIGMUND FREUD N. 1 int.staz.ff.ss. garibaldi n.2, (z.d. 9)","PZA ","SIGMUND FREUD","1","1705","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","VIA AMORETTI CARLO N. 68 stazione quarto oggiaro, (z.d. 8)","VIA ","AMORETTI CARLO","68","7340","8","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","VIA AMORETTI CARLO N. 68 stazione quarto oggiaro, (z.d. 8)","VIA ","AMORETTI CARLO","68","7340","8","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","VIA ASTESANI ALESSANDRO N. 54 interno stazione f.n.m.affori, (z.d. 9)","VIA ","ASTESANI ALESSANDRO","54","1558","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in stazione ferrov.","VIA BOVISASCA num.000 interno stazione f.n.m. bovisa, (z.d. 7)","VIA ","PARUTA PAOLO","29","2363","2","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in stazione ferrov.","VIA CANDIANI GIUSEPPE num.152 staz. nord bovisa, (z.d. 7)","VIA ","CANDIANI GIUSEPPE","","1242","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in palazzo di giust.","VIA FREGUGLIA CARLO N. 1 (z.d. 1)","VIA ","FREGUGLIA CARLO","1","3014","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in ospedale","CSO DI PORTA NUOVA N. 23 (z.d. 1)","CSO ","DI PORTA NUOVA","23","1044","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in ospedale","PZA OSPEDALE MAGGIORE N. 3 (z.d. 9)","PZA ","OSPEDALE MAGGIORE","3","1523","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in ospedale","PZA OSPEDALE MAGGIORE N. 3 int. ospedale niguarda, (z.d. 9)","PZA ","OSPEDALE MAGGIORE","3","1523","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in ospedale","VIA BARTOLOMEO D'ALVIANO N. 78 int. ist. radaelli, (z.d. 6)","VIA ","BARTOLOMEO D'ALVIANO","78","6612","6","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in ospedale","VIA BIANCHI MOSE' N. 90 (z.d. 7)","VIA ","BIANCHI MOSE'","90","6385","7","QUOTIDIANI","","No"
"rivendita in ospedale","VIA CASTELVETRO LODOVICO N. 32 (z.d. 8)","VIA ","CASTELVETRO LODOVICO","32","7195","8","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in ospedale","VIA DI RUDINI' ANTONIO N. 8 int. ospedale s. paolo, (z.d. 6)","VIA ","DI RUDINI' ANTONIO","8","5429","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in ospedale","VIA GRASSI GIOVANNI BATTISTA N. 74 (z.d. 8)","VIA ","GRASSI GIOVANNI BATTISTA","74","7465","8","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in ospedale","VIA OLGETTINA N. 60 presso accettazione, (z.d. 3)","VIA ","OLGETTINA","60","2530","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in ospedale","VIA OLGETTINA num.000 all'interno bar - padiglione b, (z.d. 3)","VIA ","OLGETTINA","","2530","3","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in ospedale","VIA PIO II N. 3 interno ospedale s. carlo, (z.d. 7)","VIA ","PIO II","3","6832","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in ospedale","VIA RIPAMONTI GIUSEPPE N. 435 (z.d. 5)","VIA ","RIPAMONTI GIUSEPPE","435","4066","5","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in ospedale","VIA SAINT BON SIMONE N. 20 (z.d. 7)","VIA ","SAINT BON SIMONE","20","6670","7","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in ospedale","VIA SFORZA FRANCESCO N. 1 int. ospedale policlinico, (z.d. 1)","VIA ","SFORZA FRANCESCO","1","330","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in ospedale","VIA TRIVULZIO ANTONIO TOLOMEO N. 15 (z.d. 7)","VIA ","TRIVULZIO ANTONIO TOLOMEO","15","6277","7","QUOTIDIANI","","No"
"rivendita in ospedale","VIA VENEZIAN GIACOMO N. 1 (z.d. 3)","VIA ","VENEZIAN GIACOMO","1","2227","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","CSO BUENOS AIRES N. 19 (z.d. 3)","CSO ","BUENOS AIRES","19","2129","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","CSO BUENOS AIRES N. 49 (z.d. 3)","CSO ","BUENOS AIRES","49","2129","3","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","CSO DI PORTA VITTORIA N. 46 (z.d. 1)","CSO ","DI PORTA VITTORIA","46","3016","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","CSO GARIBALDI GIUSEPPE N. 22 ingresso via s. simpliciano, (z.d. 1)","CSO ","GARIBALDI GIUSEPPE","22","1010","1","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","CSO INDIPENDENZA N. 5 (z.d. 3)","CSO ","INDIPENDENZA","5","3118","3","QUOTIDIANI","","No"
"rivendita in negozio","CSO ITALIA N. 10 (z.d. 1)","CSO ","ITALIA","10","526","1","PERIODICI","","No"
"rivendita in negozio","CSO ITALIA N. 44 (z.d. 1)","CSO ","ITALIA","44","526","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","CSO LODI N. 62 (z.d. 4)","CSO ","LODI","62","4068","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","CSO MAGENTA N. 65 (z.d. 1)","CSO ","MAGENTA","65","604","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","CSO SEMPIONE N. 49 (z.d. 8)","CSO ","SEMPIONE","49","7137","8","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","GLL DE CRISTOFORIS N. 1 (z.d. 1)","GLL ","DE CRISTOFORIS","1","100","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","GLL DEL CORSO N. 2 (z.d. 1)","GLL ","DEL CORSO","2","305","1","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","GLL VITTORIO EMANUELE num.011/12 , (z.d. 1)","GLL ","VITTORIO EMANUELE","","10","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","GLL VITTORIO EMANUELE num.079 , (z.d. 1)","GLL ","VITTORIO EMANUELE","","10","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","LGO BRASILIA N. 6 (z.d. 6)","LGO ","BRASILIA","6","6145","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","LGO CORSIA DEI SERVI N. 11 (z.d. 1)","LGO ","CORSIA DEI SERVI","11","234","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","LGO TEL AVIV N. 3 (z.d. 2)","LGO ","TEL AVIV","3","2639","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PLE BAIAMONTI ANTONIO N. 1 (z.d. 8)","PLE ","BAIAMONTI ANTONIO","1","7235","8","XIV-QUOTIDIANI, PERIODI","","Si"
